Truong hop B = 55.000000	 Muc nuoc ban dau = 110.000000
1.000000	1016.300000	1016.300000	110.000000	1065.000000	13.000000	1065.000000
2.000000	1140.300000	1140.300000	110.000000	1065.000000	13.000000	1065.000000
3.000000	1300.933333	1300.933333	110.000000	1065.000000	13.000000	1065.000000
4.000000	1514.266667	1514.266667	110.000000	1065.000000	13.000000	1065.000000
5.000000	1787.066667	1787.066667	110.000000	1065.000000	13.000000	1065.000000
6.000000	1911.266667	1911.266667	110.000000	1065.000000	13.000000	1065.000000
7.000000	2043.766667	2043.766667	110.000000	1065.000000	13.000000	1065.000000
8.000000	2112.733333	2112.733333	110.000000	1065.000000	13.000000	1065.000000
9.000000	2175.300000	2175.300000	110.000000	1065.000000	13.000000	1065.000000
10.000000	2244.733333	2244.733333	110.000000	1065.000000	13.000000	1065.000000
11.000000	2306.933333	2306.933333	110.000000	1065.000000	13.000000	1065.000000
12.000000	2327.466667	2327.466667	110.000000	1065.000000	13.000000	1065.000000
13.000000	2351.133333	2351.133333	110.000000	1065.000000	13.000000	1065.000000
14.000000	2374.800000	2374.800000	110.000000	1065.000000	13.000000	1065.000000
15.000000	2417.933333	2417.933333	110.000000	1065.000000	13.000000	1065.000000
16.000000	2454.900000	2454.900000	110.000000	1065.000000	13.000000	1065.000000
17.000000	2495.633333	2495.633333	110.000000	1065.000000	13.000000	1065.000000
18.000000	2536.000000	2536.000000	110.000000	1065.000000	13.000000	1065.000000
19.000000	2588.600000	2588.600000	110.000000	1065.000000	13.000000	1065.000000
20.000000	2647.100000	2647.100000	110.000000	1065.000000	13.000000	1065.000000
21.000000	3292.533333	2715.519177	110.032356	1066.038625	13.032356	1066.038625
22.000000	4802.600000	2761.530936	110.179164	1070.751175	13.179164	1070.751175
23.000000	5676.733333	2847.807095	110.452248	1079.517167	13.452248	1079.517167
24.000000	5350.800000	2941.586021	110.745976	1088.945819	13.745976	1088.945819
25.000000	5092.500000	3022.577723	110.997142	1097.008264	13.997142	1097.008264
26.000000	4988.033333	3094.847217	111.219373	1104.141860	14.219373	1104.141860
27.000000	4904.966667	3161.659358	111.423288	1110.687548	14.423288	1110.687548
28.000000	5480.933333	3235.487138	111.646957	1117.867304	14.646957	1117.867304
29.000000	6063.933333	3328.471696	111.926260	1126.832938	14.926260	1126.832938
30.000000	6682.433333	3441.204606	112.261401	1137.590981	15.261401	1137.590981
31.000000	7387.200000	3575.826002	112.656874	1150.285666	15.656874	1150.285666
32.000000	7843.033333	3729.145907	113.101282	1164.551136	16.101282	1164.551136
33.000000	8299.266667	3896.285650	113.578863	1179.881499	16.578863	1179.881499
34.000000	8833.366667	4078.704912	114.092376	1196.365256	17.092376	1196.365256
35.000000	9286.233333	4276.256386	114.639925	1213.941606	17.639925	1213.941606
36.000000	9730.666667	4481.189692	115.199096	1232.408623	18.199096	1232.408623
37.000000	9657.666667	4678.583246	115.729684	1250.820032	18.729684	1250.820032
38.000000	9012.666667	4857.027969	116.202946	1267.262532	19.202946	1267.262532
39.000000	8525.666667	5008.378284	116.599822	1281.073800	19.599822	1281.073800
40.000000	7851.866667	5132.532805	116.922406	1292.299720	19.922406	1292.299720
41.000000	7233.600000	5227.459604	117.167308	1300.805574	20.167308	1300.805574
42.000000	6785.300000	5298.076560	117.348520	1307.093629	20.348520	1307.093629
43.000000	6237.400000	5346.328978	117.471889	1311.374559	20.471889	1311.374559
